jobNumber,trial,runtime_ms
1,0,0.339985
1,1,0.248909
1,2,0.146151
1,3,0.128984
1,4,0.133991
1,5,0.106096
1,6,0.092030
1,7,0.089169
1,8,0.087023
1,9,0.087023
1,10,0.086069
1,11,0.086069
1,12,0.086069
1,13,0.084162
1,14,0.085115
1,15,0.083923
1,16,0.083923
1,17,0.083923
1,18,0.084162
1,19,0.082970
1,20,0.082970
1,21,0.082970
1,22,0.084162
1,23,0.082970
1,24,0.083923
1,25,0.082970
1,26,0.082970
1,27,0.082970
1,28,0.082970
1,29,0.084162
1,30,0.083923
1,31,0.082970
1,32,0.082970
1,33,0.090122
1,34,0.085115
1,35,0.085115
1,36,0.083923
1,37,0.082970
1,38,0.083923
1,39,0.084162
1,40,0.082970
1,41,0.083208
1,42,0.082970
1,43,0.082970
1,44,0.082970
1,45,0.082970
1,46,0.082970
1,47,0.081778
1,48,0.082970
1,49,0.084162
1,50,0.082016
1,51,0.083923
1,52,0.083208
1,53,0.082970
1,54,0.082016
1,55,0.082970
1,56,0.082970
1,57,0.084162
1,58,0.082970
1,59,0.082970
1,60,0.084162
1,61,0.082016
1,62,0.082970
1,63,0.083208
1,64,0.091076
1,65,0.083923
1,66,0.082970
1,67,0.082970
1,68,0.082970
1,69,0.083208
1,70,0.082016
1,71,0.082970
1,72,0.083208
1,73,0.082016
1,74,0.082016
1,75,0.082970
1,76,0.082970
1,77,0.082970
1,78,0.083923
1,79,0.082016
1,80,0.081778
1,81,0.083923
1,82,0.087976
1,83,0.090837
1,84,0.090122
1,85,0.088930
1,86,0.087023
1,87,0.085115
1,88,0.087023
1,89,0.087023
1,90,0.083923
1,91,0.082016
1,92,0.082016
1,93,0.083208
1,94,0.092983
1,95,0.083923
1,96,0.082016
1,97,0.082016
1,98,0.082970
1,99,0.082016
1,100,0.082970
1,101,0.082016
1,102,0.082970
1,103,0.082970
1,104,0.082016
1,105,0.082970
1,106,0.097990
1,107,0.091076
1,108,0.102043
1,109,0.092983
1,110,0.085115
1,111,0.082970
1,112,0.082970
1,113,0.083208
1,114,0.082970
1,115,0.082016
1,116,0.082016
1,117,0.082970
1,118,0.082970
1,119,0.082970
1,120,0.082970
1,121,0.082970
1,122,0.087023
1,123,0.083923
1,124,0.095129
1,125,0.082970
1,126,0.082016
1,127,0.082970
1,128,0.082970
1,129,0.082970
1,130,0.082016
1,131,0.082970
1,132,0.082016
1,133,0.082016
1,134,0.082970
1,135,0.083208
1,136,0.082970
1,137,0.082016
1,138,0.082016
1,139,0.082016
1,140,0.082016
1,141,0.082016
1,142,0.082970
1,143,0.081778
1,144,0.082970
1,145,0.082016
1,146,0.082970
1,147,0.082970
1,148,0.082970
1,149,0.082970
1,150,0.082970
1,151,0.082970
1,152,0.082970
1,153,0.082970
1,154,0.083923
1,155,0.082970
1,156,0.083208
1,157,0.082016
1,158,0.082970
1,159,0.082970
1,160,0.082970
1,161,0.082016
1,162,0.082016
1,163,0.082970
1,164,0.082016
1,165,0.082970
1,166,0.082016
1,167,0.081778
1,168,0.082016
1,169,0.082016
1,170,0.082016
1,171,0.082970
1,172,0.082016
1,173,0.082016
1,174,0.082016
1,175,0.083208
1,176,0.082016
1,177,0.082970
1,178,0.082970
1,179,0.082016
1,180,0.082016
1,181,0.082016
1,182,0.082016
1,183,0.082016
1,184,0.082970
1,185,0.087976
1,186,0.083208
1,187,0.082016
1,188,0.082970
1,189,0.082016
1,190,0.081778
1,191,0.082016
1,192,0.082016
1,193,0.082016
1,194,0.082016
1,195,0.082970
1,196,0.082016
1,197,0.082016
1,198,0.083208
1,199,0.082016
1,200,0.082016
1,201,0.081062
1,202,0.085115
1,203,0.101089
1,204,0.097036
1,205,0.088930
1,206,0.085831
1,207,0.087023
1,208,0.084877
1,209,0.091076
1,210,0.092983
1,211,0.082970
1,212,0.082016
1,213,0.082016
1,214,0.081778
1,215,0.093937
1,216,0.083208
1,217,0.082016
1,218,0.081062
1,219,0.081062
1,220,0.082016
1,221,0.081062
1,222,0.082016
1,223,0.081062
1,224,0.082016
1,225,0.082016
1,226,0.083208
1,227,0.082016
1,228,0.082970
1,229,0.082016
1,230,0.083208
1,231,0.082016
1,232,0.083923
1,233,0.084162
1,234,0.095129
1,235,0.087023
1,236,0.086069
1,237,0.082016
1,238,0.082016
1,239,0.082970
1,240,0.082016
1,241,0.082970
1,242,0.083208
1,243,0.082970
1,244,0.082016
1,245,0.082016
1,246,0.085115
1,247,0.082970
1,248,0.084162
1,249,0.082970
1,250,0.084162
1,251,0.082016
1,252,0.082970
1,253,0.082970
1,254,0.082016
1,255,0.082016
1,256,0.082970
1,257,0.082016
1,258,0.082970
1,259,0.082970
1,260,0.082016
1,261,0.082016
1,262,0.082016
1,263,0.082016
1,264,0.082970
1,265,0.082970
1,266,0.082016
1,267,0.082016
1,268,0.082970
1,269,0.082016
1,270,0.081062
1,271,0.082016
1,272,0.082970
1,273,0.084162
1,274,0.082016
1,275,0.082016
1,276,0.087976
1,277,0.082970
1,278,0.082970
1,279,0.081778
1,280,0.082016
1,281,0.082016
1,282,0.082016
1,283,0.082016
1,284,0.082016
1,285,0.082016
1,286,0.082016
1,287,0.082016
1,288,0.082970
1,289,0.082016
1,290,0.082970
1,291,0.082016
1,292,0.082970
1,293,0.082016
1,294,0.082016
1,295,0.082016
1,296,0.082016
1,297,0.082016
1,298,0.082016
1,299,0.082016
1,300,0.081778
1,301,0.082016
1,302,0.082970
1,303,0.082970
1,304,0.083208
1,305,0.082970
1,306,0.082970
1,307,0.087976
1,308,0.084162
1,309,0.082970
1,310,0.082970
1,311,0.082016
1,312,0.082016
1,313,0.082016
1,314,0.081778
1,315,0.081062
1,316,0.082970
1,317,0.082016
1,318,0.082016
1,319,0.082016
1,320,0.082016
1,321,0.082970
1,322,0.082016
1,323,0.082016
1,324,0.082016
1,325,0.082016
1,326,0.082970
1,327,0.082016
1,328,0.082016
1,329,0.082970
1,330,0.081778
1,331,0.082016
1,332,0.082016
1,333,0.082016
1,334,0.082016
1,335,0.082970
1,336,0.083923
1,337,0.082970
1,338,0.083923
1,339,0.083208
1,340,0.082970
1,341,0.082970
1,342,0.082016
1,343,0.082016
1,344,0.082970
1,345,0.082016
1,346,0.083208
1,347,0.082970
1,348,0.082016
1,349,0.082016
1,350,0.082970
1,351,0.083208
1,352,0.082016
1,353,0.082016
1,354,0.082970
1,355,0.082016
1,356,0.082016
1,357,0.082016
1,358,0.082016
1,359,0.089884
1,360,0.089884
1,361,0.082970
1,362,0.082016
1,363,0.081062
1,364,0.082016
1,365,0.081778
1,366,0.080824
1,367,0.082016
1,368,0.088930
1,369,0.084162
1,370,0.082970
1,371,0.082016
1,372,0.082016
1,373,0.082970
1,374,0.082016
1,375,0.082016
1,376,0.082016
1,377,0.082016
1,378,0.082016
1,379,0.081778
1,380,0.082016
1,381,0.082970
1,382,0.082016
1,383,0.082016
1,384,0.081062
1,385,0.082016
1,386,0.082016
1,387,0.082016
1,388,0.082970
1,389,0.082016
1,390,0.082016
1,391,0.082016
1,392,0.082016
1,393,0.082016
1,394,0.082016
1,395,0.082970
1,396,0.082016
1,397,0.081062
1,398,0.082016
1,399,0.087976
1,400,0.082970
1,401,0.082016
1,402,0.082970
1,403,0.082016
1,404,0.082016
1,405,0.082970
1,406,0.082016
1,407,0.082016
1,408,0.082016
1,409,0.082016
1,410,0.082016
1,411,0.082016
1,412,0.082016
1,413,0.082016
1,414,0.081062
1,415,0.082970
1,416,0.082016
1,417,0.082016
1,418,0.082970
1,419,0.082016
1,420,0.082016
1,421,0.081062
1,422,0.082016
1,423,0.081062
1,424,0.082016
1,425,0.082016
1,426,0.082970
1,427,0.080824
1,428,0.082016
1,429,0.082016
1,430,0.090837
1,431,0.082970
1,432,0.082016
1,433,0.082016
1,434,0.082970
1,435,0.082970
1,436,0.082016
1,437,0.082016
1,438,0.082970
1,439,0.082970
1,440,0.082016
1,441,0.081778
1,442,0.082016
1,443,0.082016
1,444,0.082970
