jobNumber,trial,runtime_ms
1,0,0.223160
1,1,0.112057
1,2,0.100851
1,3,0.095129
1,4,0.102043
1,5,0.108004
1,6,0.097036
1,7,0.094891
1,8,0.092983
1,9,0.092030
1,10,0.090122
1,11,0.089884
1,12,0.090122
1,13,0.088930
1,14,0.088930
1,15,0.089169
1,16,0.087976
1,17,0.087976
1,18,0.088930
1,19,0.087976
1,20,0.087976
1,21,0.087976
1,22,0.087976
1,23,0.088930
1,24,0.088930
1,25,0.108957
1,26,0.091076
1,27,0.089169
1,28,0.087023
1,29,0.087976
1,30,0.087976
1,31,0.089884
1,32,0.088930
1,33,0.087976
1,34,0.087976
1,35,0.087023
1,36,0.087976
1,37,0.087976
1,38,0.087023
1,39,0.087976
1,40,0.087976
1,41,0.087976
1,42,0.087023
1,43,0.087976
1,44,0.087976
1,45,0.087023
1,46,0.087976
1,47,0.087023
1,48,0.087976
1,49,0.088215
1,50,0.087023
1,51,0.087023
1,52,0.087976
1,53,0.087023
1,54,0.087023
1,55,0.087023
1,56,0.087976
1,57,0.086069
1,58,0.087976
1,59,0.088215
1,60,0.088215
1,61,0.087976
1,62,0.087976
1,63,0.087976
1,64,0.087023
1,65,0.087976
1,66,0.087023
1,67,0.087976
1,68,0.087023
1,69,0.087023
1,70,0.087976
1,71,0.087976
1,72,0.087023
1,73,0.087023
1,74,0.088215
1,75,0.097036
1,76,0.100851
1,77,0.097990
1,78,0.094175
1,79,0.096083
1,80,0.095844
1,81,0.092030
1,82,0.107050
1,83,0.092030
1,84,0.090837
1,85,0.102043
1,86,0.089884
1,87,0.090122
1,88,0.087976
1,89,0.087976
1,90,0.087023
1,91,0.087023
1,92,0.089169
1,93,0.087976
1,94,0.087976
1,95,0.087976
1,96,0.087976
1,97,0.087023
1,98,0.087976
1,99,0.087976
1,100,0.087023
1,101,0.087023
1,102,0.086069
1,103,0.087023
1,104,0.087976
1,105,0.086069
1,106,0.087023
1,107,0.087023
1,108,0.087023
1,109,0.087023
1,110,0.087976
1,111,0.086784
1,112,0.086069
1,113,0.093937
1,114,0.087976
1,115,0.087023
1,116,0.087023
1,117,0.087023
1,118,0.087023
1,119,0.087023
1,120,0.087023
1,121,0.087023
1,122,0.087023
1,123,0.087023
1,124,0.087023
1,125,0.087023
1,126,0.085831
1,127,0.087023
1,128,0.087976
1,129,0.086784
1,130,0.087023
1,131,0.087023
1,132,0.087023
1,133,0.087976
1,134,0.088215
1,135,0.087023
1,136,0.087023
1,137,0.087023
1,138,0.087023
1,139,0.087023
1,140,0.087023
1,141,0.093937
1,142,0.087976
1,143,0.087023
1,144,0.087976
1,145,0.087023
1,146,0.087023
1,147,0.087023
1,148,0.087976
1,149,0.087023
1,150,0.087023
1,151,0.087023
1,152,0.087023
1,153,0.087023
1,154,0.086069
1,155,0.087023
1,156,0.087023
1,157,0.086069
1,158,0.087023
1,159,0.085831
1,160,0.087023
1,161,0.085831
1,162,0.086069
1,163,0.085831
1,164,0.086069
1,165,0.086784
1,166,0.087023
1,167,0.087023
1,168,0.085831
1,169,0.097990
1,170,0.087976
1,171,0.087023
1,172,0.087023
1,173,0.087023
1,174,0.086784
1,175,0.087023
1,176,0.087023
1,177,0.086784
1,178,0.086069
1,179,0.085831
1,180,0.087023
1,181,0.116110
1,182,0.116825
1,183,0.097990
1,184,0.094175
1,185,0.092030
1,186,0.092030
1,187,0.104904
1,188,0.092983
1,189,0.087976
1,190,0.087976
1,191,0.087023
1,192,0.087976
1,193,0.089884
1,194,0.092030
1,195,0.087976
1,196,0.102997
1,197,0.087976
1,198,0.087023
1,199,0.087023
1,200,0.087023
1,201,0.087023
1,202,0.087023
1,203,0.087023
1,204,0.087023
1,205,0.085831
1,206,0.086069
1,207,0.092983
1,208,0.087976
1,209,0.087976
1,210,0.087023
1,211,0.087023
1,212,0.087023
1,213,0.086069
1,214,0.087023
1,215,0.087023
1,216,0.087023
1,217,0.087023
1,218,0.086069
1,219,0.087976
1,220,0.086069
1,221,0.087023
1,222,0.086069
1,223,0.086069
1,224,0.093937
1,225,0.087023
1,226,0.086069
1,227,0.085831
1,228,0.087023
1,229,0.087023
1,230,0.087023
1,231,0.086069
1,232,0.087023
1,233,0.087023
1,234,0.087023
1,235,0.086069
1,236,0.085831
1,237,0.087023
1,238,0.087023
1,239,0.087023
1,240,0.085831
1,241,0.086069
1,242,0.086069
1,243,0.086069
1,244,0.085831
1,245,0.087023
1,246,0.087023
1,247,0.086784
1,248,0.087023
1,249,0.087023
1,250,0.087023
1,251,0.086069
1,252,0.094175
1,253,0.087976
1,254,0.087023
1,255,0.087023
1,256,0.087023
1,257,0.086069
1,258,0.085831
1,259,0.087023
1,260,0.086069
1,261,0.087023
1,262,0.087023
1,263,0.085831
1,264,0.087023
1,265,0.087023
1,266,0.087023
1,267,0.087023
1,268,0.087023
1,269,0.087023
1,270,0.087023
1,271,0.087023
1,272,0.087023
1,273,0.087023
