jobNumber,trial,runtime_ms
1,0,0.299931
1,1,0.170946
1,2,0.154972
1,3,0.148058
1,4,0.144958
1,5,0.141144
1,6,0.142097
1,7,0.138044
1,8,0.137091
1,9,0.138998
1,10,0.149012
1,11,0.138044
1,12,0.136137
1,13,0.136852
1,14,0.135899
1,15,0.134945
1,16,0.133991
1,17,0.134945
1,18,0.134945
1,19,0.144005
1,20,0.140905
1,21,0.138044
1,22,0.137091
1,23,0.135899
1,24,0.133991
1,25,0.134945
1,26,0.133991
1,27,0.133991
1,28,0.133991
1,29,0.134945
1,30,0.133038
1,31,0.133038
1,32,0.133038
1,33,0.133991
1,34,0.133991
1,35,0.133038
1,36,0.132799
1,37,0.133038
1,38,0.138998
1,39,0.137091
1,40,0.135899
1,41,0.134945
1,42,0.134945
1,43,0.136137
1,44,0.136852
1,45,0.136137
1,46,0.136852
1,47,0.135183
1,48,0.133991
1,49,0.133038
1,50,0.133991
1,51,0.133038
1,52,0.133991
1,53,0.132084
1,54,0.133038
1,55,0.133038
1,56,0.133991
1,57,0.138998
1,58,0.134945
1,59,0.133991
1,60,0.133991
1,61,0.133038
1,62,0.133991
1,63,0.133038
1,64,0.133991
1,65,0.133038
1,66,0.131845
1,67,0.133038
1,68,0.133038
1,69,0.133991
1,70,0.133038
1,71,0.132084
1,72,0.132799
1,73,0.133991
1,74,0.133038
1,75,0.133991
1,76,0.138044
1,77,0.133991
1,78,0.132799
1,79,0.132084
1,80,0.133038
1,81,0.133038
1,82,0.132084
1,83,0.133991
1,84,0.133991
1,85,0.132084
1,86,0.133038
1,87,0.138998
1,88,0.150919
1,89,0.144958
1,90,0.141859
1,91,0.154972
1,92,0.198841
1,93,0.152111
1,94,0.145197
1,95,0.147104
1,96,0.143051
1,97,0.139952
1,98,0.138998
1,99,0.136852
1,100,0.139952
1,101,0.133991
1,102,0.134945
1,103,0.133991
1,104,0.132799
1,105,0.133038
1,106,0.133038
1,107,0.133991
1,108,0.133991
1,109,0.133038
1,110,0.131845
1,111,0.132084
1,112,0.133038
1,113,0.131845
1,114,0.135183
1,115,0.134230
1,116,0.133038
1,117,0.132084
1,118,0.133991
1,119,0.133038
1,120,0.133038
1,121,0.133991
1,122,0.132799
1,123,0.133038
1,124,0.132084
1,125,0.131845
1,126,0.133038
1,127,0.133038
1,128,0.133038
1,129,0.132084
1,130,0.131845
