Run,Jobs,Optimal_Safe,Optimal_Unsafe,Low_Safe,Low_Unsafe,High_Safe,High_Unsafe,CA_MOT_Safe,CA_MOT_Unsafe,Uncertainty_Safe,Uncertainty_Unsafe
1,11,9.9,1.0999999999999996,6.6,4.4,9.9,1.0999999999999996,9.9,1.0999999999999996,9.9,1.0999999999999996
1,12,10.8,1.1999999999999993,7.199999999999999,4.800000000000001,10.8,1.1999999999999993,10.8,1.1999999999999993,10.8,1.1999999999999993
1,13,11.700000000000001,1.299999999999999,7.8,5.2,11.700000000000001,1.299999999999999,11.700000000000001,1.299999999999999,11.700000000000001,1.299999999999999
1,14,12.476470588235294,1.5235294117647058,8.4,5.6,12.41470588235294,1.5852941176470594,12.476470588235294,1.5235294117647058,12.229411764705883,1.7705882352941167
1,15,13.14935064935065,1.8506493506493502,9.0,6.0,11.746753246753247,3.253246753246753,12.7987012987013,2.2012987012987004,12.7987012987013,2.2012987012987004
1,16,13.706024096385544,2.293975903614456,9.6,6.4,12.318072289156627,3.6819277108433734,12.896385542168677,3.1036144578313234,13.1855421686747,2.8144578313252993
1,17,14.127586206896552,2.8724137931034477,10.2,6.800000000000001,12.486206896551725,4.5137931034482754,12.896551724137934,4.103448275862066,13.6,3.4000000000000004
1,18,14.399999999999999,3.6000000000000014,10.799999999999999,7.200000000000001,11.981250000000001,6.018749999999999,12.825000000000001,5.174999999999999,14.23125,3.7687500000000007
1,19,14.641176470588237,4.358823529411763,11.4,7.6,11.902941176470588,7.097058823529412,12.405882352941175,6.594117647058825,14.138235294117647,4.8617647058823525
1,20,14.918918918918918,5.0810810810810825,12.0,8.0,11.513513513513514,8.486486486486486,12.0,8.0,14.324324324324325,5.675675675675675
1,21,15.074999999999998,5.9250000000000025,11.587499999999999,9.412500000000001,10.63125,10.36875,,,14.45625,6.543749999999999
1,22,15.117948717948716,6.882051282051284,11.507692307692306,10.492307692307694,10.661538461538461,11.338461538461539,,,14.666666666666666,7.333333333333334
1,23,15.124800000000002,7.875199999999998,11.2608,11.7392,10.432799999999999,12.567200000000001,,,15.014399999999998,7.985600000000002
2,11,9.9,1.0999999999999996,6.599999999999999,4.400000000000001,9.9,1.0999999999999996,9.9,1.0999999999999996,9.9,1.0999999999999996
2,12,10.799999999999999,1.200000000000001,7.199999999999999,4.800000000000001,10.799999999999999,1.200000000000001,10.799999999999999,1.200000000000001,10.799999999999999,1.200000000000001
2,13,11.7,1.3000000000000007,7.8,5.2,11.7,1.3000000000000007,11.7,1.3000000000000007,11.7,1.3000000000000007
2,14,12.497560975609755,1.5024390243902452,8.4,5.6,12.446341463414633,1.5536585365853668,12.497560975609755,1.5024390243902452,12.446341463414637,1.5536585365853632
2,15,13.189655172413794,1.8103448275862064,9.0,6.0,12.568965517241377,2.4310344827586228,12.879310344827584,2.1206896551724164,12.827586206896552,2.1724137931034484
2,16,13.787234042553191,2.212765957446809,9.6,6.4,12.408510638297871,3.591489361702129,12.970212765957445,3.029787234042555,13.429787234042553,2.5702127659574465
2,17,14.26969696969697,2.7303030303030305,10.2,6.800000000000001,11.899999999999999,5.100000000000001,12.93030303030303,4.06969696969697,13.033333333333335,3.966666666666665
