Run,Jobs,Optimal_Safe,Optimal_Unsafe,Low_Safe,Low_Unsafe,High_Safe,High_Unsafe,CA_MOT_Safe,CA_MOT_Unsafe,Uncertainty_Safe,Uncertainty_Unsafe
1,11,9.729310344827587,1.2706896551724132,6.6,4.4,9.558620689655173,1.4413793103448267,9.501724137931035,1.4982758620689651,9.729310344827587,1.2706896551724132
1,12,10.285714285714286,1.7142857142857135,7.199999999999999,4.800000000000001,8.914285714285715,3.0857142857142854,9.6,2.4000000000000004,9.942857142857143,2.057142857142857
1,13,10.968750000000002,2.0312499999999982,7.8,5.2,9.506250000000001,3.4937499999999986,9.6890625,3.3109374999999996,10.603125,2.3968749999999996
1,14,11.11764705882353,2.8823529411764692,8.4,5.6,9.45,4.550000000000001,9.511764705882353,4.488235294117647,10.685294117647059,3.314705882352941
1,15,11.396103896103897,3.603896103896103,9.0,6.0,8.941558441558442,6.058441558441558,9.0,6.0,11.103896103896107,3.8961038961038934
1,16,11.508433734939759,4.491566265060241,8.559036144578313,7.440963855421687,9.195180722891566,6.804819277108434,,,10.987951807228917,5.012048192771083
1,17,11.665517241379309,5.334482758620691,8.675862068965518,8.324137931034482,9.320689655172414,7.679310344827586,,,10.962068965517243,6.037931034482757
1,18,11.86875,6.13125,8.325,9.675,8.94375,9.05625,,,11.3625,6.637499999999999
1,19,11.791176470588235,7.208823529411765,8.270588235294118,10.729411764705882,8.885294117647058,10.114705882352942,,,11.623529411764707,7.376470588235293
1,20,11.891891891891893,8.108108108108107,7.999999999999999,12.0,8.594594594594593,11.405405405405407,,,11.729729729729732,8.270270270270268
1,21,11.812500000000002,9.187499999999998,8.325,12.675,8.4375,12.5625,,,11.306250000000002,9.693749999999998
1,22,11.564102564102564,10.435897435897436,8.687179487179487,13.312820512820513,7.784615384615383,14.215384615384618,,,11.16923076923077,10.83076923076923
1,23,11.371199999999998,11.628800000000002,8.5008,14.4992,7.617599999999999,15.3824,,,11.095200000000002,11.904799999999998
2,11,9.75,1.25,6.599999999999999,4.400000000000001,9.0,2.0,9.55,1.4499999999999993,9.75,1.25
2,12,10.350000000000001,1.6499999999999986,7.199999999999999,4.800000000000001,9.0,3.0,9.7,2.3000000000000007,10.049999999999999,1.950000000000001
2,13,10.688888888888888,2.311111111111112,7.8,5.2,8.666666666666666,4.333333333333334,9.533333333333335,3.466666666666665,9.677777777777777,3.322222222222223
2,14,11.370731707317072,2.6292682926829283,8.4,5.6,9.219512195121952,4.780487804878048,9.321951219512195,4.678048780487805,10.295121951219512,3.704878048780488
2,15,11.53448275862069,3.4655172413793096,9.0,6.0,9.310344827586206,5.689655172413794,9.0,6.0,10.241379310344827,4.758620689655173
2,16,11.642553191489363,4.3574468085106375,8.885106382978723,7.114893617021277,9.191489361702128,6.8085106382978715,,,10.11063829787234,5.88936170212766
2,17,11.745454545454546,5.254545454545454,8.963636363636363,8.036363636363637,8.809090909090909,8.190909090909091,,,10.663636363636364,6.336363636363636
2,18,11.85,6.15,8.7,9.3,8.549999999999999,9.450000000000001,,,10.950000000000001,7.049999999999999
2,19,11.935897435897436,7.064102564102564,8.476923076923077,10.523076923076923,8.330769230769231,10.669230769230769,,,10.815384615384618,8.184615384615382
2,20,11.856,8.144,8.352,11.648,8.208,11.792,,,10.56,9.44
2,21,11.969999999999999,9.030000000000001,8.432307692307692,12.567692307692308,8.286923076923076,12.713076923076924,,,10.661538461538461,10.338461538461539
2,22,11.81304347826087,10.18695652173913,8.321739130434782,13.678260869565218,8.178260869565216,13.821739130434784,,,10.904347826086957,11.095652173913043
2,23,12.26115107913669,10.73884892086331,8.637410071942446,14.362589928057554,8.488489208633093,14.511510791366907,,,11.317985611510792,11.682014388489208
3,11,9.75223880597015,1.2477611940298505,6.6,4.4,8.717910447761193,2.2820895522388067,9.358208955223882,1.6417910447761184,9.75223880597015,1.2477611940298505
3,12,9.912328767123288,2.087671232876712,7.199999999999999,4.800000000000001,8.728767123287671,3.271232876712329,9.369863013698632,2.630136986301368,9.32054794520548,2.6794520547945204
3,13,10.452,2.548,7.8,5.2,9.203999999999999,3.796000000000001,9.464,3.5359999999999996,9.828,3.1720000000000006
3,14,10.5525,3.4475,8.4,5.6,9.292499999999999,4.707500000000001,9.2925,4.7075,9.8175,4.182499999999999
3,15,10.641176470588237,4.358823529411763,9.0,6.0,9.370588235294116,5.629411764705884,9.0,6.0,9.847058823529412,5.152941176470588
3,16,10.774468085106383,5.225531914893617,8.680851063829786,7.319148936170214,9.038297872340424,6.961702127659576,,,10.008510638297873,5.991489361702127
3,17,10.86969696969697,6.130303030303031,8.757575757575758,8.242424242424242,9.118181818181817,7.881818181818183,,,10.096969696969698,6.903030303030302
3,18,11.170588235294119,6.829411764705881,9.0,9.0,9.370588235294116,8.629411764705884,,,10.376470588235295,7.623529411764705
3,19,11.676699029126214,7.323300970873786,9.407766990291263,9.592233009708737,9.79514563106796,9.20485436893204,,,10.846601941747572,8.153398058252428
3,20,11.672727272727272,8.327272727272728,9.49090909090909,10.50909090909091,10.636363636363637,9.363636363636363,,,11.018181818181818,8.981818181818182
3,21,11.805882352941174,9.194117647058826,9.211764705882354,11.788235294117646,10.323529411764705,10.676470588235295,,,11.276470588235297,9.723529411764703
3,22,11.869354838709675,10.130645161290325,9.261290322580646,12.738709677419354,10.379032258064516,11.620967741935484,,,10.698387096774194,11.301612903225806
3,23,12.309599999999998,10.690400000000002,9.604800000000001,13.395199999999999,10.764000000000001,12.235999999999999,,,11.095200000000002,11.904799999999998
4,11,9.39873417721519,1.6012658227848107,6.6,4.4,8.772151898734178,2.2278481012658222,9.273417721518987,1.726582278481013,9.39873417721519,1.6012658227848107
4,12,10.125,1.875,7.199999999999999,4.800000000000001,9.45,2.5500000000000007,9.540000000000003,2.4599999999999973,10.125,1.875
4,13,10.323529411764705,2.6764705882352953,7.8,5.2,9.63529411764706,3.36470588235294,9.451764705882352,3.5482352941176476,9.772941176470589,3.2270588235294113
4,14,10.617977528089888,3.382022471910112,8.4,5.6,9.910112359550562,4.089887640449438,9.249438202247191,4.750561797752809,10.051685393258428,3.9483146067415724
4,15,11.25,3.75,9.0,6.0,10.5,4.5,8.999999999999998,6.000000000000002,10.65,4.35
4,16,11.868131868131869,4.131868131868131,9.494505494505495,6.5054945054945055,11.076923076923077,4.923076923076923,,,11.235164835164836,4.764835164835164
