Run,Jobs,Optimal_Safe,Optimal_Unsafe,Low_Safe,Low_Unsafe,High_Safe,High_Unsafe,CA_MOT_Safe,CA_MOT_Unsafe,Uncertainty_Safe,Uncertainty_Unsafe
1,11,9.9,1.0999999999999996,6.6,4.4,9.9,1.0999999999999996,9.9,1.0999999999999996,9.9,1.0999999999999996
1,12,10.8,1.1999999999999993,7.199999999999999,4.800000000000001,10.8,1.1999999999999993,10.8,1.1999999999999993,10.8,1.1999999999999993
1,13,11.700000000000001,1.299999999999999,7.8,5.2,11.700000000000001,1.299999999999999,11.700000000000001,1.299999999999999,11.700000000000001,1.299999999999999
1,14,12.6,1.4000000000000004,8.4,5.6,12.599999999999998,1.4000000000000021,12.6,1.4000000000000004,12.6,1.4000000000000004
1,15,13.499999999999998,1.5000000000000018,9.0,6.0,13.499999999999998,1.5000000000000018,13.499999999999998,1.5000000000000018,13.499999999999998,1.5000000000000018
1,16,14.4,1.5999999999999996,9.6,6.4,14.4,1.5999999999999996,14.4,1.5999999999999996,14.4,1.5999999999999996
1,17,15.241379310344827,1.7586206896551726,10.2,6.800000000000001,14.596551724137932,2.4034482758620683,15.241379310344827,1.7586206896551726,15.006896551724138,1.9931034482758623
1,18,15.974999999999998,2.025000000000002,10.799999999999999,7.200000000000001,14.006250000000001,3.9937499999999986,15.750000000000002,2.2499999999999982,15.75,2.25
1,19,16.65294117647059,2.3470588235294088,11.4,7.6,13.914705882352942,5.085294117647058,15.982352941176472,3.0176470588235276,15.98235294117647,3.0176470588235293
1,20,17.135135135135137,2.864864864864863,12.0,8.0,13.45945945945946,6.54054054054054,16.10810810810811,3.891891891891891,16.756756756756758,3.243243243243242
1,21,17.49375,3.5062500000000014,12.6,8.4,12.65625,8.34375,16.2,4.800000000000001,17.099999999999998,3.900000000000002
1,22,17.712820512820514,4.287179487179486,13.2,8.8,13.369230769230768,8.630769230769232,16.13333333333333,5.866666666666671,17.43076923076923,4.569230769230771
1,23,17.9952,5.0047999999999995,13.799999999999999,9.200000000000001,13.0824,9.9176,15.7872,7.2128,17.388,5.611999999999998
2,11,9.9,1.0999999999999996,6.599999999999999,4.400000000000001,9.9,1.0999999999999996,9.9,1.0999999999999996,9.9,1.0999999999999996
2,12,10.799999999999999,1.200000000000001,7.199999999999999,4.800000000000001,10.799999999999999,1.200000000000001,10.799999999999999,1.200000000000001,10.799999999999999,1.200000000000001
2,13,11.7,1.3000000000000007,7.8,5.2,11.7,1.3000000000000007,11.7,1.3000000000000007,11.7,1.3000000000000007
2,14,12.599999999999998,1.4000000000000021,8.4,5.6,12.599999999999998,1.4000000000000021,12.599999999999998,1.4000000000000021,12.599999999999998,1.4000000000000021
2,15,13.5,1.5,9.0,6.0,13.5,1.5,13.5,1.5,13.5,1.5
2,16,14.399999999999999,1.6000000000000014,9.6,6.4,14.399999999999999,1.6000000000000014,14.399999999999999,1.6000000000000014,14.399999999999999,1.6000000000000014
2,17,15.248484848484848,1.751515151515152,10.2,6.800000000000001,14.218181818181817,2.781818181818183,15.248484848484848,1.751515151515152,15.248484848484848,1.751515151515152
2,18,15.999999999999996,2.0000000000000036,10.799999999999999,7.200000000000001,13.799999999999999,4.200000000000001,15.799999999999997,2.200000000000003,15.999999999999996,2.0000000000000036
